,id,task,messages,detail,input,output_format,metric,ground_truth
10,2e3bece8-7fa2-4cd4-8443-79c5e147733e,alignment,Align reference with test images for range 20 pixels. Find the difference between two images. Supply the end result as a PIL.Image object,Covert reference and test image into gray (float). Align reference with test by minimizing the residual by rolling across dx dy for range 20 pixels. Calculate the residual of shifted reference and test. Set 30 pixel border of residual to 0 (Do not use pad). Display where the residual > 2.5*IQR. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/2e3bece8-7fa2-4cd4-8443-79c5e147733e/ref.png', 'test': './data/public_set/2e3bece8-7fa2-4cd4-8443-79c5e147733e/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/2e3bece8-7fa2-4cd4-8443-79c5e147733e/defect.png
11,bd27cf15-c7fe-44b7-a7e7-9578f1a21088,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/bd27cf15-c7fe-44b7-a7e7-9578f1a21088/ref.png', 'test': './data/public_set/bd27cf15-c7fe-44b7-a7e7-9578f1a21088/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/bd27cf15-c7fe-44b7-a7e7-9578f1a21088/defect.png
12,5eb5f1f1-6e09-4f4f-a4f7-13f9a1d72737,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/5eb5f1f1-6e09-4f4f-a4f7-13f9a1d72737/ref.png', 'test': './data/public_set/5eb5f1f1-6e09-4f4f-a4f7-13f9a1d72737/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/5eb5f1f1-6e09-4f4f-a4f7-13f9a1d72737/defect.png
13,45ffd307-7ca6-4b20-ae21-5995ec17bb05,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/45ffd307-7ca6-4b20-ae21-5995ec17bb05/ref.png', 'test': './data/public_set/45ffd307-7ca6-4b20-ae21-5995ec17bb05/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/45ffd307-7ca6-4b20-ae21-5995ec17bb05/defect.png
14,41fd9355-1acf-4aed-b4aa-2e6c89bebf0b,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/41fd9355-1acf-4aed-b4aa-2e6c89bebf0b/ref.png', 'test': './data/public_set/41fd9355-1acf-4aed-b4aa-2e6c89bebf0b/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/41fd9355-1acf-4aed-b4aa-2e6c89bebf0b/defect.png
15,2b6977e5-2a8a-4f17-b4cf-780c91bbdd42,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/2b6977e5-2a8a-4f17-b4cf-780c91bbdd42/ref.png', 'test': './data/public_set/2b6977e5-2a8a-4f17-b4cf-780c91bbdd42/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/2b6977e5-2a8a-4f17-b4cf-780c91bbdd42/defect.png
16,565fafa2-dd38-4658-90a2-5693cefa1e8b,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/565fafa2-dd38-4658-90a2-5693cefa1e8b/ref.png', 'test': './data/public_set/565fafa2-dd38-4658-90a2-5693cefa1e8b/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/565fafa2-dd38-4658-90a2-5693cefa1e8b/defect.png
17,06bfdcf5-0478-4100-aa16-10b59cb6a5a4,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/06bfdcf5-0478-4100-aa16-10b59cb6a5a4/ref.png', 'test': './data/public_set/06bfdcf5-0478-4100-aa16-10b59cb6a5a4/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/06bfdcf5-0478-4100-aa16-10b59cb6a5a4/defect.png
18,5432cf8b-49d1-4cbc-a184-517cd3ffb404,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/5432cf8b-49d1-4cbc-a184-517cd3ffb404/ref.png', 'test': './data/public_set/5432cf8b-49d1-4cbc-a184-517cd3ffb404/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/5432cf8b-49d1-4cbc-a184-517cd3ffb404/defect.png
19,ec2941aa-3046-4ed7-b841-b521afc75f7c,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/ec2941aa-3046-4ed7-b841-b521afc75f7c/ref.png', 'test': './data/public_set/ec2941aa-3046-4ed7-b841-b521afc75f7c/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/ec2941aa-3046-4ed7-b841-b521afc75f7c/defect.png
20,419e14d9-c4bc-46cb-a789-599d59dc41e4,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/419e14d9-c4bc-46cb-a789-599d59dc41e4/ref.png', 'test': './data/public_set/419e14d9-c4bc-46cb-a789-599d59dc41e4/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/419e14d9-c4bc-46cb-a789-599d59dc41e4/defect.png
21,53f8105a-7464-479a-b145-0f5f6bef7b94,rotation,Adjust the orientation of the refence image using the test image. Display where the difference. Supply the end result as a PIL.Image object,Detect SIFT features in both the reference and test images. Match features using a Brute Force matcher. Estimate the rotation angle and translation using RANSAC. Rotate the reference image using the estimated homography matrix. Remove the noise of rotated referece image and test image. Calculate the residual using gray images and set 30 pixel border of residual to 0. Display where the outlier of residual in binary mask and remove small objects. Supply the end result as a PIL.Image object,"{'ref': './data/public_set/53f8105a-7464-479a-b145-0f5f6bef7b94/ref.png', 'test': './data/public_set/53f8105a-7464-479a-b145-0f5f6bef7b94/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/53f8105a-7464-479a-b145-0f5f6bef7b94/defect.png
22,45eb0371-b4ca-4ce1-8565-575f8b1465ee,contour_extraction,"Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Convert two image into gray. Get the residual between two image (based on test image). Get the residual > 20. Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","{'ref': './data/public_set/45eb0371-b4ca-4ce1-8565-575f8b1465ee/ref.png', 'test': './data/public_set/45eb0371-b4ca-4ce1-8565-575f8b1465ee/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/45eb0371-b4ca-4ce1-8565-575f8b1465ee/defect.png
23,52531ecd-97af-48a3-aac1-7a3ca6331e0e,contour_extraction,"Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Convert two image into gray. Get the residual between two image (based on test image). Get the residual > 20. Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","{'ref': './data/public_set/52531ecd-97af-48a3-aac1-7a3ca6331e0e/ref.png', 'test': './data/public_set/52531ecd-97af-48a3-aac1-7a3ca6331e0e/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/52531ecd-97af-48a3-aac1-7a3ca6331e0e/defect.png
24,b00e1b8f-2ff2-477d-bc4b-d66742acb932,contour_extraction,"Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Convert two image into gray. Get the residual between two image (based on test image). Get the residual > 20. Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","{'ref': './data/public_set/b00e1b8f-2ff2-477d-bc4b-d66742acb932/ref.png', 'test': './data/public_set/b00e1b8f-2ff2-477d-bc4b-d66742acb932/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/b00e1b8f-2ff2-477d-bc4b-d66742acb932/defect.png
25,7cf3a2bd-10f3-4086-921e-1a0cd3cb2bf6,contour_extraction,"Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Convert two image into gray. Get the residual between two image (based on test image). Get the residual > 20. Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","{'ref': './data/public_set/7cf3a2bd-10f3-4086-921e-1a0cd3cb2bf6/ref.png', 'test': './data/public_set/7cf3a2bd-10f3-4086-921e-1a0cd3cb2bf6/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/7cf3a2bd-10f3-4086-921e-1a0cd3cb2bf6/defect.png
26,423e5774-654b-4532-8b52-191ca23cfe35,contour_extraction,"Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Convert two image into gray. Get the residual between two image (based on test image). Get the residual > 20. Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","{'ref': './data/public_set/423e5774-654b-4532-8b52-191ca23cfe35/ref.png', 'test': './data/public_set/423e5774-654b-4532-8b52-191ca23cfe35/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/423e5774-654b-4532-8b52-191ca23cfe35/defect.png
27,e73d04f0-6aa3-4da6-92dd-95cd23ce7c57,contour_extraction,"Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Convert two image into gray. Get the residual between two image (based on test image). Get the residual > 20. Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","{'ref': './data/public_set/e73d04f0-6aa3-4da6-92dd-95cd23ce7c57/ref.png', 'test': './data/public_set/e73d04f0-6aa3-4da6-92dd-95cd23ce7c57/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/e73d04f0-6aa3-4da6-92dd-95cd23ce7c57/defect.png
28,c609674d-e692-4e81-8bbc-e38b31d15c3b,contour_extraction,"Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Convert two image into gray. Get the residual between two image (based on test image). Get the residual > 20. Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","{'ref': './data/public_set/c609674d-e692-4e81-8bbc-e38b31d15c3b/ref.png', 'test': './data/public_set/c609674d-e692-4e81-8bbc-e38b31d15c3b/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/c609674d-e692-4e81-8bbc-e38b31d15c3b/defect.png
29,3a8300ad-00ce-4f79-9a83-0e0fc6c0802f,contour_extraction,"Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Convert two image into gray. Get the residual between two image (based on test image). Get the residual > 20. Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","{'ref': './data/public_set/3a8300ad-00ce-4f79-9a83-0e0fc6c0802f/ref.png', 'test': './data/public_set/3a8300ad-00ce-4f79-9a83-0e0fc6c0802f/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/3a8300ad-00ce-4f79-9a83-0e0fc6c0802f/defect.png
30,2ec9501f-9292-4125-9f5c-015a9a6b0302,contour_extraction,"Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","Detect all the pattern using ref image and get the masks (pixel-level) of all the pattern. (If the objects is pattern, you can use image processing such as otsu to get the pattern. Otherwise, you can use object detection + segmentation model.)Convert two image into gray. Get the residual between two image (based on test image). Get the residual > 20. Get the mask which represent the overlap between pattern contour and the residual outlier. (No overlap is possible)Supply the end result as a PIL.Image.uint8 (Do not use list). (If the mask is bool please multiply 255. Give the final answer in float or int using result variable. The graylevel of pattern is larger than background. Please use image processing method (such as otsu) to get the binary mask.)","{'ref': './data/public_set/2ec9501f-9292-4125-9f5c-015a9a6b0302/ref.png', 'test': './data/public_set/2ec9501f-9292-4125-9f5c-015a9a6b0302/test.png'}","mask(graylevel, foreground: 255, background: 0)",IOU,./data/public_set/2ec9501f-9292-4125-9f5c-015a9a6b0302/defect.png
